reason_type1,reason_type2,reason_type3,reason_type4,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,0,1,0,12,6,4,179,22,17,40,280549.00,98,0,1,2,0,1,0,63,170,22,2
0,0,0,1,12,6,4,235,20,13,43,280549.00,98,0,0,1,1,0,0,106,167,38,8
0,0,1,0,12,2,4,233,51,1,31,280549.00,98,0,1,1,1,0,8,68,178,21,8
1,0,0,0,12,3,4,179,26,9,30,280549.00,98,0,1,0,0,0,0,56,171,19,16
0,0,0,1,12,3,4,225,26,9,28,280549.00,98,0,0,1,0,0,2,69,169,24,2
0,0,0,1,12,5,4,225,26,9,28,280549.00,98,0,0,1,0,0,2,69,169,24,3
0,0,0,1,12,2,4,225,26,9,28,280549.00,98,0,0,1,0,0,2,69,169,24,2
0,0,1,0,12,3,2,155,12,14,34,280549.00,98,0,0,2,1,0,0,95,196,25,80
1,0,0,0,1,2,2,179,26,9,30,313532.00,96,0,1,0,0,0,0,56,171,19,24
1,0,0,0,1,5,2,179,26,9,30,313532.00,96,0,1,0,0,0,0,56,171,19,16
0,0,0,1,1,5,2,179,22,17,40,313532.00,96,0,1,2,0,1,0,63,170,22,2
0,0,0,1,1,6,2,179,22,17,40,313532.00,96,0,1,2,0,1,0,63,170,22,2
1,0,0,0,1,2,2,179,26,9,30,313532.00,96,0,1,0,0,0,0,56,171,19,3
0,0,0,1,1,4,2,179,22,17,40,313532.00,96,0,1,2,0,1,0,63,170,22,2
1,0,0,0,1,5,2,289,48,29,49,313532.00,96,0,0,0,0,0,2,108,172,36,8
0,0,1,0,1,6,2,179,22,17,40,313532.00,96,0,1,2,0,1,0,63,170,22,3
0,0,0,1,1,2,2,179,26,9,30,313532.00,96,0,1,0,0,0,0,56,171,19,2
0,0,1,0,1,3,2,155,12,14,34,313532.00,96,0,0,2,1,0,0,95,196,25,8
0,0,0,1,1,4,2,179,26,9,30,313532.00,96,0,1,0,0,0,0,56,171,19,2
0,0,0,1,1,4,2,179,51,18,38,313532.00,96,0,0,0,1,0,0,89,170,31,3
1,0,0,0,1,4,2,289,36,13,33,313532.00,96,0,0,2,1,0,1,90,172,30,8
0,0,0,1,1,5,2,179,51,18,38,313532.00,96,0,0,0,1,0,0,89,170,31,3
0,0,0,1,1,6,2,179,51,18,38,313532.00,96,0,0,0,1,0,0,89,170,31,2
1,0,0,0,2,3,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,8
0,0,0,1,2,3,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,3
1,0,0,0,2,4,2,248,25,14,47,264249.00,97,0,0,2,0,0,1,86,165,32,8
0,0,0,1,2,4,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,5,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,3
0,0,0,1,2,5,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,5,2,179,26,9,30,264249.00,97,0,1,0,0,0,0,56,171,19,2
0,0,0,1,2,6,2,225,15,15,41,264249.00,97,0,1,2,1,0,2,94,182,28,2
0,0,0,1,2,6,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,1,0,2,2,2,233,51,1,31,264249.00,97,0,1,1,1,0,8,68,178,21,2
0,0,0,1,2,2,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
1,0,0,0,2,3,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,8
0,0,0,1,2,4,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,5,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,3
0,0,0,1,2,5,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,3
1,0,0,0,2,5,2,179,26,9,30,264249.00,97,0,1,0,0,0,0,56,171,19,2
0,0,0,1,2,6,2,179,22,17,40,264249.00,97,0,1,2,0,1,0,63,170,22,2
0,0,0,1,2,6,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,3
1,0,0,0,2,4,2,233,51,1,31,264249.00,97,0,1,1,1,0,8,68,178,21,3
0,0,0,1,2,4,2,179,26,9,30,264249.00,97,0,1,0,0,0,0,56,171,19,2
0,0,0,1,2,4,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
1,0,0,0,2,5,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,8
0,0,0,1,2,6,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,2,2,155,12,14,34,264249.00,97,0,0,2,1,0,0,95,196,25,5
0,0,0,1,2,2,2,235,16,8,32,264249.00,97,0,1,0,0,0,0,75,178,25,3
0,0,0,1,2,2,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
1,0,0,0,2,2,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,2
0,0,0,1,2,3,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,3,2,248,25,14,47,264249.00,97,0,0,2,0,0,1,86,165,32,2
0,0,0,1,2,3,2,225,26,9,28,264249.00,97,0,0,1,0,0,2,69,169,24,2
0,0,0,1,2,4,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,5,2,179,51,18,38,264249.00,97,0,0,0,1,0,0,89,170,31,2
0,0,0,1,2,6,2,235,16,8,32,264249.00,97,0,1,0,0,0,0,75,178,25,2
0,0,0,1,3,2,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,2,2,248,25,14,47,222196.00,99,0,0,2,0,0,1,86,165,32,2
0,0,0,1,3,3,2,228,14,16,58,222196.00,99,0,0,2,0,0,1,65,172,22,3
0,0,0,1,3,3,2,248,25,14,47,222196.00,99,0,0,2,0,0,1,86,165,32,3
1,0,0,0,3,3,2,228,14,16,58,222196.00,99,0,0,2,0,0,1,65,172,22,112
0,0,0,1,3,4,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,5,2,225,26,9,28,222196.00,99,0,0,1,0,0,2,69,169,24,2
0,0,0,1,3,5,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,5,2,225,26,9,28,222196.00,99,0,0,1,0,0,2,69,169,24,2
0,0,0,1,3,6,2,179,26,9,30,222196.00,99,0,1,0,0,0,0,56,171,19,3
0,0,0,1,3,2,2,235,16,8,32,222196.00,99,0,1,0,0,0,0,75,178,25,3
0,0,1,0,3,2,2,361,52,3,28,222196.00,99,0,0,1,1,0,4,80,172,27,8
1,0,0,0,3,3,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,8
0,0,0,1,3,4,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,5,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,6,2,179,26,9,30,222196.00,99,0,1,0,0,0,0,56,171,19,2
1,0,0,0,3,2,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,4
1,0,0,0,3,2,2,248,25,14,47,222196.00,99,0,0,2,0,0,1,86,165,32,2
0,0,0,1,3,2,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
1,0,0,0,3,2,2,225,26,9,28,222196.00,99,0,0,1,0,0,2,69,169,24,8
0,0,0,1,3,3,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,4,2,289,36,13,33,222196.00,99,0,0,2,1,0,1,90,172,30,8
0,0,0,1,3,4,2,228,14,16,58,222196.00,99,0,0,2,0,0,1,65,172,22,2
0,0,0,1,3,4,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,2
0,0,0,1,3,5,2,248,25,14,47,222196.00,99,0,0,2,0,0,1,86,165,32,3
0,0,0,1,3,5,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,6,2,179,26,9,30,222196.00,99,0,1,0,0,0,0,56,171,19,2
0,0,0,1,3,6,2,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,3,3,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,4,3,118,15,24,46,222196.00,99,0,0,2,1,1,0,75,175,25,8
1,0,0,0,3,4,3,155,12,14,34,222196.00,99,0,0,2,1,0,0,95,196,25,24
0,0,0,1,3,4,3,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
0,0,0,1,3,5,3,179,51,18,38,222196.00,99,0,0,0,1,0,0,89,170,31,3
1,0,0,0,3,2,3,179,26,9,30,222196.00,99,0,1,0,0,0,0,56,171,19,2
0,0,1,0,3,2,3,289,36,13,33,222196.00,99,0,0,2,1,0,1,90,172,30,104
0,0,0,1,3,4,3,369,17,12,31,222196.00,99,0,0,3,1,0,0,70,169,25,8
1,0,0,0,4,2,3,225,26,9,28,246288.00,91,0,0,1,0,0,2,69,169,24,8
1,0,0,0,4,2,3,118,10,10,37,246288.00,91,0,0,0,0,0,0,83,172,28,8
0,0,1,0,4,3,3,361,52,3,28,246288.00,91,0,0,1,1,0,4,80,172,27,8
0,0,1,0,4,4,3,248,25,14,47,246288.00,91,0,0,2,0,0,1,86,165,32,8
1,0,0,0,4,5,3,189,29,13,33,246288.00,91,0,0,2,0,0,2,69,167,25,8
0,0,0,1,4,6,3,179,26,9,30,246288.00,91,0,1,0,0,0,0,56,171,19,2
1,0,0,0,4,2,3,369,17,12,31,246288.00,91,0,0,3,1,0,0,70,169,25,24
0,1,0,0,4,3,3,179,22,17,40,246288.00,91,0,1,2,0,1,0,63,170,22,2
0,0,0,1,4,3,3,118,13,18,50,246288.00,91,0,0,1,1,0,0,98,178,31,3
0,0,0,1,4,3,3,361,52,3,28,246288.00,91,0,0,1,1,0,4,80,172,27,2
1,0,0,0,4,4,3,118,10,10,37,246288.00,91,0,0,0,0,0,0,83,172,28,2
0,0,0,1,4,6,3,235,11,14,37,246288.00,91,0,1,1,0,0,1,88,172,29,8
0,0,0,1,4,6,3,179,26,9,30,246288.00,91,0,1,0,0,0,0,56,171,19,2
0,0,1,0,4,2,3,225,26,9,28,246288.00,91,0,0,1,0,0,2,69,169,24,8
0,1,0,0,4,3,3,235,16,8,32,246288.00,91,0,1,0,0,0,0,75,178,25,3
0,0,0,1,4,6,3,179,26,9,30,246288.00,91,0,1,0,0,0,0,56,171,19,2
0,0,0,1,4,3,3,155,12,14,34,246288.00,91,0,0,2,1,0,0,95,196,25,4
0,0,1,0,4,5,3,225,26,9,28,246288.00,91,0,0,1,0,0,2,69,169,24,8
1,0,0,0,4,5,3,118,13,18,50,246288.00,91,0,0,1,1,0,0,98,178,31,2
0,0,0,1,4,6,3,179,26,9,30,246288.00,91,0,1,0,0,0,0,56,171,19,2
0,0,0,1,5,2,3,235,11,14,37,237656.00,99,0,1,1,0,0,1,88,172,29,8
0,0,1,0,5,4,3,225,15,15,41,237656.00,99,0,1,2,1,0,2,94,182,28,3
0,0,0,1,5,4,3,235,16,8,32,237656.00,99,0,1,0,0,0,0,75,178,25,2
1,0,0,0,5,4,3,118,10,10,37,237656.00,99,0,0,0,0,0,0,83,172,28,3
0,0,0,1,5,4,3,235,20,13,43,237656.00,99,0,0,1,1,0,0,106,167,38,8
1,0,0,0,5,5,3,179,26,9,30,237656.00,99,0,1,0,0,0,0,56,171,19,1
0,0,0,1,5,5,3,291,31,12,40,237656.00,99,0,0,1,1,0,1,73,171,25,2
1,0,0,0,5,5,3,225,15,15,41,237656.00,99,0,1,2,1,0,2,94,182,28,8
0,0,1,0,5,6,3,300,26,13,43,237656.00,99,0,0,2,1,1,1,77,175,25,64
0,0,0,1,5,6,3,225,15,15,41,237656.00,99,0,1,2,1,0,2,94,182,28,8
0,0,0,1,5,6,3,179,26,9,30,237656.00,99,0,1,0,0,0,0,56,171,19,2
0,0,0,1,5,2,3,118,13,18,50,237656.00,99,0,0,1,1,0,0,98,178,31,2
1,0,0,0,5,3,3,118,13,18,50,237656.00,99,0,0,1,1,0,0,98,178,31,3
0,0,0,1,5,3,3,118,10,10,37,237656.00,99,0,0,0,0,0,0,83,172,28,1
0,0,0,0,5,3,3,118,13,18,50,237656.00,99,1,0,1,1,0,0,98,178,31,0
0,0,0,1,5,4,3,179,26,9,30,237656.00,99,0,1,0,0,0,0,56,171,19,2
0,0,0,0,5,4,3,378,49,11,36,237656.00,99,1,0,2,0,1,4,65,174,21,0
0,1,0,0,5,6,3,179,22,17,40,237656.00,99,0,1,2,0,1,0,63,170,22,1
1,0,0,0,5,2,3,155,12,14,34,237656.00,99,0,0,2,1,0,0,95,196,25,48
1,0,0,0,5,2,3,235,16,8,32,237656.00,99,0,1,0,0,0,0,75,178,25,8
0,0,0,1,5,4,3,291,31,12,40,237656.00,99,0,0,1,1,0,1,73,171,25,8
1,0,0,0,5,4,3,179,22,17,40,237656.00,99,0,1,2,0,1,0,63,170,22,8
1,0,0,0,5,4,3,225,26,9,28,237656.00,99,0,0,1,0,0,2,69,169,24,3
1,0,0,0,5,5,3,330,16,4,28,237656.00,99,0,1,0,0,0,0,84,182,25,8
0,0,0,1,5,5,3,235,16,8,32,237656.00,99,0,1,0,0,0,0,75,178,25,2
0,0,0,1,5,5,3,291,31,12,40,237656.00,99,0,0,1,1,0,1,73,171,25,2
0,0,0,1,5,6,3,179,26,9,30,237656.00,99,0,1,0,0,0,0,56,171,19,2
1,0,0,0,5,2,3,361,52,3,28,237656.00,99,0,0,1,1,0,4,80,172,27,8
0,0,0,1,5,4,3,155,12,14,34,237656.00,99,0,0,2,1,0,0,95,196,25,2
0,0,0,1,5,6,3,179,22,17,40,237656.00,99,0,1,2,0,1,0,63,170,22,8
1,0,0,0,5,6,3,155,12,14,34,237656.00,99,0,0,2,1,0,0,95,196,25,8
1,0,0,0,5,2,3,225,26,9,28,237656.00,99,0,0,1,0,0,2,69,169,24,1
1,0,0,0,6,4,3,118,15,24,46,275089.00,96,0,0,2,1,1,0,75,175,25,8
0,0,0,1,6,4,3,179,26,9,30,275089.00,96,0,1,0,0,0,0,56,171,19,3
0,0,0,1,6,6,3,118,10,10,37,275089.00,96,0,0,0,0,0,0,83,172,28,8
1,0,0,0,6,4,3,118,10,10,37,275089.00,96,0,0,0,0,0,0,83,172,28,8
0,0,0,1,6,5,3,378,49,11,36,275089.00,96,0,0,2,0,1,4,65,174,21,8
0,0,1,0,6,5,3,118,13,18,50,275089.00,96,0,0,1,1,0,0,98,178,31,24
0,0,1,0,6,6,3,233,51,1,31,275089.00,96,0,1,1,1,0,8,68,178,21,8
0,0,0,1,6,6,3,179,26,9,30,275089.00,96,0,1,0,0,0,0,56,171,19,2
0,0,0,0,6,2,3,235,29,12,48,275089.00,96,1,0,1,0,1,5,88,163,33,0
0,0,0,0,6,2,3,268,11,8,33,275089.00,96,1,1,0,0,0,0,79,178,25,0
0,0,1,0,6,5,3,118,13,18,50,275089.00,96,0,0,1,1,0,0,98,178,31,3
1,0,0,0,6,5,3,179,26,9,30,275089.00,96,0,1,0,0,0,0,56,171,19,2
0,0,0,1,6,5,3,291,31,12,40,275089.00,96,0,0,1,1,0,1,73,171,25,2
1,0,0,0,6,2,1,179,26,9,30,275089.00,96,0,1,0,0,0,0,56,171,19,3
0,0,0,1,6,2,1,118,10,10,37,275089.00,96,0,0,0,0,0,0,83,172,28,3
0,0,0,1,6,5,1,233,51,1,31,275089.00,96,0,1,1,1,0,8,68,178,21,8
1,0,0,0,6,6,1,118,10,10,37,275089.00,96,0,0,0,0,0,0,83,172,28,2
1,0,0,0,6,4,1,118,10,10,37,275089.00,96,0,0,0,0,0,0,83,172,28,3
0,0,0,1,6,4,1,233,51,1,31,275089.00,96,0,1,1,1,0,8,68,178,21,3
0,0,0,1,7,4,1,235,20,13,43,264604.00,93,0,0,1,1,0,0,106,167,38,4
0,0,1,0,7,6,1,233,51,1,31,264604.00,93,0,1,1,1,0,8,68,178,21,2
1,0,0,0,7,2,1,228,14,16,58,264604.00,93,0,0,2,0,0,1,65,172,22,8
0,0,0,1,7,2,1,118,10,10,37,264604.00,93,0,0,0,0,0,0,83,172,28,4
1,0,0,0,7,3,1,228,14,16,58,264604.00,93,0,0,2,0,0,1,65,172,22,120
0,0,0,1,7,3,1,189,29,13,33,264604.00,93,0,0,2,0,0,2,69,167,25,16
0,0,0,1,7,4,1,118,10,10,37,264604.00,93,0,0,0,0,0,0,83,172,28,2
0,0,0,1,7,4,1,361,52,3,28,264604.00,93,0,0,1,1,0,4,80,172,27,8
0,0,0,1,7,4,1,225,26,9,28,264604.00,93,0,0,1,0,0,2,69,169,24,8
1,0,0,0,7,2,1,369,17,12,31,264604.00,93,0,0,3,1,0,0,70,169,25,80
1,0,0,0,7,3,1,289,36,13,33,264604.00,93,0,0,2,1,0,1,90,172,30,8
1,0,0,0,7,3,1,235,11,14,37,264604.00,93,0,1,1,0,0,1,88,172,29,4
0,0,0,0,0,3,1,118,14,13,40,271219.00,95,0,0,1,1,0,8,98,170,34,0
0,0,0,0,0,4,2,231,35,14,39,271219.00,95,0,0,2,1,0,2,100,170,35,0
0,0,0,0,0,6,3,179,45,14,53,271219.00,95,0,0,1,0,0,1,77,175,25,0
